name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"Kericho, Kenya",2022-03-06,32,16.2,24.4,31,16.2,24.1,13.5,54.7,0,0,0,,0,0,31.7,27.7,272.1,1011.7,40.1,16.2,325.2,28.1,10,10,2022-03-06T06:46:39,2022-03-06T18:53:38,0.12,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HKKI,63708099999,remote"
"Kericho, Kenya",2022-03-07,31.1,16.3,24.2,32,16.3,24.3,15.6,61,0.1,100,4.17,rain,0,0,36.4,37.1,221.9,1011.7,19.7,18.8,322.2,28,10,10,2022-03-07T06:46:25,2022-03-07T18:53:23,0.15,Rain,Clear conditions throughout the day with late afternoon rain.,rain,"HKKI,63708099999,remote"
"Kericho, Kenya",2022-03-08,32,16.2,24.6,31.9,16.2,24.7,16.5,63.6,0,0,0,,0,0,36.7,31.7,238.2,1011.8,23.4,15,310.8,26.8,10,10,2022-03-08T06:46:11,2022-03-08T18:53:08,0.18,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HKKI,63708099999,remote"
"Kericho, Kenya",2022-03-09,32,20,24.9,32.9,20,25.3,18.5,69.5,0.1,100,4.17,rain,0,0,35.3,37.1,244.1,1012.3,41.4,12.6,310.1,26.8,10,10,2022-03-09T06:45:57,2022-03-09T18:52:52,0.21,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"HKKI,63708099999"
"Kericho, Kenya",2022-03-10,31.9,16.9,24.3,33,16.9,24.6,17.2,68.3,0,0,0,,0,0,20.9,27.7,245.4,1012.7,56.8,15.6,339.8,29.3,10,10,2022-03-10T06:45:42,2022-03-10T18:52:36,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HKKI,63708099999,remote"
"Kericho, Kenya",2022-03-11,33,15.9,24.6,31,15.9,24.4,14.1,55.8,0,0,0,,0,0,22.7,22.3,227,1012,39.2,16.1,342.9,29.7,10,10,2022-03-11T06:45:27,2022-03-11T18:52:20,0.28,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HKKI,63708099999,remote"
"Kericho, Kenya",2022-03-12,34.8,15.2,24.7,33,15.2,24.5,13.4,52.1,0,0,0,,0,0,23,29.5,237.1,1011,21.8,16.4,338,29.2,10,10,2022-03-12T06:45:12,2022-03-12T18:52:03,0.31,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HKKI,63708099999,remote"
"Kericho, Kenya",2022-03-13,30.8,14.1,23.7,32.1,14.1,23.9,15.4,62.1,0,0,0,,0,0,34.6,33.5,232.1,1012.6,40.9,18.6,334.2,28.6,10,10,2022-03-13T06:44:57,2022-03-13T18:51:46,0.34,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HKKI,63708099999,remote"
"Kericho, Kenya",2022-03-14,30,15.8,23.3,30.4,15.8,23.5,16.9,69,0.7,100,20.83,rain,0,0,35.3,25.9,257.7,1014.4,77.7,16.8,275.5,23.7,9,10,2022-03-14T06:44:41,2022-03-14T18:51:29,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"HKKI,63708099999,remote"
"Kericho, Kenya",2022-03-15,31,14.1,23.1,31.4,14.1,23.1,15.4,64.7,0,0,0,,0,0,34.6,29.5,229.4,1013.8,46,17.3,292.7,25.2,9,10,2022-03-15T06:44:25,2022-03-15T18:51:11,0.41,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"HKKI,63708099999,remote"
