name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"Nakuru, Kenya",2020-02-20,26.6,12.4,19.6,26.6,12.4,19.6,10.8,60.6,0,0,0,,0,0,31.3,22.3,335.8,1014.4,41.5,30,283.7,24.4,10,,2020-02-20T06:45:53,2020-02-20T18:53:08,0.89,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"63714099999,remote"
"Nakuru, Kenya",2020-02-21,28.7,13.6,21,27.8,13.6,20.9,11.7,58,0,0,0,,0,0,32.4,33.5,350,1014,67.4,30,287.2,24.7,10,,2020-02-21T06:45:48,2020-02-21T18:53:01,0.92,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"63714099999,remote"
"Nakuru, Kenya",2020-02-22,26.7,13.2,19.7,26.7,13.2,19.7,13.2,68,0.1,100,4.17,rain,0,0,33.5,13.3,340,1015.1,63.3,30,276.7,24,9,,2020-02-22T06:45:41,2020-02-22T18:52:53,0.96,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"63714099999,remote"
"Nakuru, Kenya",2020-02-23,26.2,13.7,20,26.2,13.7,20,13.4,67.6,0.2,100,8.33,rain,0,0,37.4,24.1,356.9,1014.4,79.1,30,269.3,23.3,10,,2020-02-23T06:45:34,2020-02-23T18:52:45,0,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"63714099999,remote"
"Nakuru, Kenya",2020-02-24,27.6,13.3,20.5,26.5,13.3,20.5,10.1,55.7,0,0,0,,0,0,28.8,27.7,353,1014.1,85.7,30,262.6,22.7,8,,2020-02-24T06:45:26,2020-02-24T18:52:36,0.02,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"63714099999,remote"
"Nakuru, Kenya",2020-02-25,27.1,13.4,20.3,26.6,13.4,20.3,9.9,53.1,0,0,0,,0,0,24.8,9.7,11,1014,81.9,30,261.5,22.4,10,,2020-02-25T06:45:18,2020-02-25T18:52:26,0.06,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"63714099999,remote"
"Nakuru, Kenya",2020-02-26,27.6,15.1,20,27.4,15.1,20,13.8,70,0.7,100,16.67,rain,0,0,38.9,27.7,353.8,1014.8,93.2,30,231.8,20,9,,2020-02-26T06:45:09,2020-02-26T18:52:16,0.09,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"63714099999,remote"
"Nakuru, Kenya",2020-02-27,25.7,14.6,18.8,25.7,14.6,18.8,13.3,71.2,0.1,100,4.17,rain,0,0,38.2,31.3,353.5,1015.3,83.7,30,211.4,18.3,9,,2020-02-27T06:45:00,2020-02-27T18:52:05,0.12,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"63714099999,remote"
"Nakuru, Kenya",2020-02-28,29.1,12.6,20.3,27.7,12.6,20.2,11.4,61.2,0,0,0,,0,0,38.2,40.7,350.7,1015,32.1,30,327.7,28.4,10,,2020-02-28T06:44:50,2020-02-28T18:51:53,0.16,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"63714099999,remote"
"Nakuru, Kenya",2020-02-29,28.6,13.3,20.7,27.7,13.3,20.6,11.4,59.6,0,0,0,,0,0,29.5,18.4,353.3,1013.5,59.5,30,327.2,28.2,10,,2020-02-29T06:44:39,2020-02-29T18:51:42,0.19,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"63714099999,remote"
